audit_id,timestamp,audit_action,entity_type,entity_id,performed_by,description,previous_value,new_value,reason
AUDIT_91180E7A49,2023-11-22 07:36:21,manual_override,alert,ALERT_FEF8C8EA89,Robert Johnson,Manual decision: deny,auto_flag,deny,Customer verification completed. Amount $1918.23 - deny
AUDIT_1D7FE116B1,2025-04-17 10:41:54,manual_override,alert,ALERT_B1E4E3C77E,Jessica Martinez,Manual decision: escalate,auto_flag,escalate,Risk score 0.823 reviewed. escalate
AUDIT_5F93CA9A1A,2022-03-06 05:30:59,manual_override,alert,ALERT_369523C42D,Maria Garcia,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $72062.05 - escalate
AUDIT_3F8DAFE555,2024-03-09 18:25:30,manual_override,alert,ALERT_3B43001A44,Robert Johnson,Manual decision: deny,auto_flag,deny,"Location check performed: Tehran, Iran. deny"
AUDIT_27B879AE7B,2024-12-27 02:41:19,manual_override,alert,ALERT_643C1A6652,Sarah Chen,Manual decision: deny,auto_flag,deny,Risk score 0.780 reviewed. deny
AUDIT_2DB0478A85,2022-06-30 04:33:50,manual_override,alert,ALERT_21EF54ADAA,Michael Rodriguez,Manual decision: deny,auto_flag,deny,Customer verification completed. Amount $4443.30 - deny
AUDIT_FF8E89DFF8,2023-02-24 08:24:07,manual_override,alert,ALERT_77412D55DC,Sarah Chen,Manual decision: SAR_filed,auto_flag,SAR_filed,"Location check performed: Houston, TX. SAR filed - Suspicious Activity Report filed with FinCEN"
AUDIT_DB6980E427,2025-06-14 00:39:31,manual_override,alert,ALERT_73853E3832,David Kim,Manual decision: deny,auto_flag,deny,Risk score 1.000 reviewed. deny
AUDIT_0FDD1BCCEF,2024-08-08 18:58:13,manual_override,alert,ALERT_4DB4EFC0AB,Emily Thompson,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $302.94 - escalate
AUDIT_8A43D67385,2024-12-28 13:25:36,manual_override,alert,ALERT_9A766D93B9,Jessica Martinez,Manual decision: escalate,auto_flag,escalate,"Location check performed: Lagos, Nigeria. escalate"
AUDIT_947B2D892F,2022-03-06 08:49:28,manual_override,alert,ALERT_94BFD6C37F,Emily Thompson,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Insurance - escalate
AUDIT_3A9D60C08F,2023-10-19 18:03:51,manual_override,alert,ALERT_1055050F29,James Wilson,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $3664.48 - escalate
AUDIT_FCF48FCACA,2022-09-17 19:16:36,manual_override,alert,ALERT_D9D7B30385,Maria Garcia,Manual decision: SAR_filed,auto_flag,SAR_filed,"Location check performed: Boston, MA. SAR filed - Suspicious Activity Report filed with FinCEN"
AUDIT_22A02F499C,2023-06-10 22:30:25,manual_override,alert,ALERT_FB94B32A6E,Maria Garcia,Manual decision: deny,auto_flag,deny,"Location check performed: Beijing, China. deny"
AUDIT_5B73C4848E,2023-03-19 21:08:36,manual_override,alert,ALERT_3591F86617,William Taylor,Manual decision: SAR_filed,auto_flag,SAR_filed,Reviewed transaction for Wire Transfer - SAR filed - Suspicious Activity Report filed with FinCEN
AUDIT_FFBF5A10FE,2025-03-27 21:49:55,manual_override,alert,ALERT_2A0DD22841,Emily Thompson,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $608.07 - escalate
AUDIT_CB205DB96C,2024-06-21 16:32:06,manual_override,alert,ALERT_3390B1A180,William Taylor,Manual decision: escalate,auto_flag,escalate,Risk score 0.893 reviewed. escalate
AUDIT_2B680A6FC0,2025-08-05 23:56:20,manual_override,alert,ALERT_3C9E8ED459,James Wilson,Manual decision: deny,auto_flag,deny,Customer verification completed. Amount $95519.54 - deny
AUDIT_CD86B2FDD3,2022-12-10 11:06:27,manual_override,alert,ALERT_944F69962A,James Wilson,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $989.26 - escalate
AUDIT_6E7FDCBCF3,2024-07-31 08:06:24,manual_override,alert,ALERT_8CFF4409BC,Maria Garcia,Manual decision: deny,auto_flag,deny,Customer verification completed. Amount $33049.29 - deny
AUDIT_3D78576133,2023-11-29 15:37:12,manual_override,alert,ALERT_62C0CF1049,Emily Thompson,Manual decision: SAR_filed,auto_flag,SAR_filed,Risk score 0.939 reviewed. SAR filed - Suspicious Activity Report filed with FinCEN
AUDIT_99E73D352C,2024-09-14 05:24:29,manual_override,alert,ALERT_A7B46B5468,William Taylor,Manual decision: deny,auto_flag,deny,Risk score 0.872 reviewed. deny
AUDIT_DBAA8201AF,2024-01-18 02:31:50,manual_override,alert,ALERT_77A92132EC,William Taylor,Manual decision: escalate,auto_flag,escalate,Risk score 0.745 reviewed. escalate
AUDIT_06CAAA40A1,2024-05-02 03:34:17,manual_override,alert,ALERT_7A76922086,Jessica Martinez,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $17115.89 - escalate
AUDIT_4ED30066A5,2024-07-27 05:48:27,manual_override,alert,ALERT_DBC0D16977,David Kim,Manual decision: deny,auto_flag,deny,Reviewed transaction for Utilities - deny
AUDIT_ACA25F6FCA,2023-03-10 16:41:44,manual_override,alert,ALERT_278F308B8B,Sarah Chen,Manual decision: deny,auto_flag,deny,Risk score 1.000 reviewed. deny
AUDIT_89630D4893,2022-01-26 17:05:35,manual_override,alert,ALERT_FAB30786A3,Emily Thompson,Manual decision: escalate,auto_flag,escalate,"Location check performed: Dallas, TX. escalate"
AUDIT_A0D0DAC245,2023-12-20 05:50:23,manual_override,alert,ALERT_8A94704B3C,David Kim,Manual decision: deny,auto_flag,deny,Reviewed transaction for Cryptocurrency - deny
AUDIT_512D9378FB,2024-11-04 01:35:09,manual_override,alert,ALERT_63C87C7F66,Michael Rodriguez,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $66314.24 - escalate
AUDIT_C702BF4F13,2024-09-13 02:50:00,manual_override,alert,ALERT_53C52F7EC4,James Wilson,Manual decision: escalate,auto_flag,escalate,Risk score 0.890 reviewed. escalate
AUDIT_4FE55F8D99,2022-10-07 15:47:51,manual_override,alert,ALERT_12030078D2,Lisa Anderson,Manual decision: SAR_filed,auto_flag,SAR_filed,Customer verification completed. Amount $44408.78 - SAR filed - Suspicious Activity Report filed with FinCEN
AUDIT_6F407DD3EE,2022-09-08 12:20:38,manual_override,alert,ALERT_ADEA883471,Lisa Anderson,Manual decision: deny,auto_flag,deny,Customer verification completed. Amount $75847.67 - deny
AUDIT_8D4E3EEE73,2022-12-08 07:29:03,manual_override,alert,ALERT_F0AA7E0026,David Kim,Manual decision: deny,auto_flag,deny,"Location check performed: Tehran, Iran. deny"
AUDIT_37EDFB7E63,2025-07-31 02:52:09,manual_override,alert,ALERT_E9BDA3F257,Jessica Martinez,Manual decision: escalate,auto_flag,escalate,Risk score 0.712 reviewed. escalate
AUDIT_FDF744A28E,2025-03-31 10:45:38,manual_override,alert,ALERT_5E78472BB2,William Taylor,Manual decision: escalate,auto_flag,escalate,Risk score 0.915 reviewed. escalate
AUDIT_E81CC04177,2022-10-29 07:56:47,manual_override,alert,ALERT_9EF57AA089,Emily Thompson,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Foreign Transaction - escalate
AUDIT_24E1BE1CCC,2022-09-19 17:58:40,manual_override,alert,ALERT_A463229B8F,Robert Johnson,Manual decision: deny,auto_flag,deny,Reviewed transaction for Gas Station - deny
AUDIT_7C34EFF226,2022-10-23 22:03:10,manual_override,alert,ALERT_C346495209,Jessica Martinez,Manual decision: escalate,auto_flag,escalate,"Location check performed: Fort Worth, TX. escalate"
AUDIT_8CB3539F6A,2025-03-17 08:07:07,manual_override,alert,ALERT_11A1369BA7,David Kim,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Healthcare - escalate
AUDIT_FA80FA22BA,2022-10-10 03:19:23,manual_override,alert,ALERT_5042120AF2,Emily Thompson,Manual decision: deny,auto_flag,deny,Risk score 1.000 reviewed. deny
AUDIT_9D46293961,2022-01-16 23:34:16,manual_override,alert,ALERT_6DDB27F75D,Emily Thompson,Manual decision: deny,auto_flag,deny,"Location check performed: Dallas, TX. deny"
AUDIT_6817CE4ACC,2024-02-27 02:46:09,manual_override,alert,ALERT_6312C168C5,Emily Thompson,Manual decision: deny,auto_flag,deny,Reviewed transaction for Cryptocurrency - deny
AUDIT_EBBE3625E4,2022-08-19 06:10:03,manual_override,alert,ALERT_5D8164DE1C,James Wilson,Manual decision: escalate,auto_flag,escalate,"Location check performed: San Diego, CA. escalate"
AUDIT_EE81B0948B,2022-10-03 02:07:23,manual_override,alert,ALERT_676EC3D7D1,Maria Garcia,Manual decision: SAR_filed,auto_flag,SAR_filed,Reviewed transaction for Grocery - SAR filed - Suspicious Activity Report filed with FinCEN
AUDIT_8061584EBD,2023-06-22 16:46:33,manual_override,alert,ALERT_B2DB2FF8A7,David Kim,Manual decision: escalate,auto_flag,escalate,"Location check performed: Tehran, Iran. escalate"
AUDIT_3CDED25F52,2025-05-16 22:44:40,manual_override,alert,ALERT_150CEA533B,Sarah Chen,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $3851.15 - escalate
AUDIT_5BB1C3ED89,2022-06-07 23:27:23,manual_override,alert,ALERT_5771D52BE4,Jessica Martinez,Manual decision: escalate,auto_flag,escalate,Risk score 0.832 reviewed. escalate
AUDIT_51C972CAE5,2024-01-10 07:17:49,manual_override,alert,ALERT_5742BC5936,Sarah Chen,Manual decision: deny,auto_flag,deny,"Location check performed: Boston, MA. deny"
AUDIT_83287EB414,2022-09-14 14:05:25,manual_override,alert,ALERT_D8F972D224,Sarah Chen,Manual decision: escalate,auto_flag,escalate,Risk score 0.970 reviewed. escalate
AUDIT_54E8B88739,2025-02-05 18:57:22,manual_override,alert,ALERT_818E625E54,Emily Thompson,Manual decision: deny,auto_flag,deny,Risk score 0.761 reviewed. deny
AUDIT_D7DACF8EF5,2023-04-06 19:39:07,manual_override,alert,ALERT_C439CC6160,William Taylor,Manual decision: deny,auto_flag,deny,Reviewed transaction for Utilities - deny
AUDIT_9DBD2B2D05,2022-01-17 02:08:55,manual_override,alert,ALERT_7BAE1A23D0,Robert Johnson,Manual decision: SAR_filed,auto_flag,SAR_filed,Reviewed transaction for Money Transfer - SAR filed - Suspicious Activity Report filed with FinCEN
AUDIT_5D73D1756C,2024-03-03 08:25:39,manual_override,alert,ALERT_8B5A9B4775,Maria Garcia,Manual decision: SAR_filed,auto_flag,SAR_filed,Reviewed transaction for Insurance - SAR filed - Suspicious Activity Report filed with FinCEN
AUDIT_65BBD62A0A,2022-08-26 13:24:35,manual_override,alert,ALERT_0F05A8C435,Lisa Anderson,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Electronics - escalate
AUDIT_08C673041F,2022-07-05 05:53:19,manual_override,alert,ALERT_06D7F44919,Lisa Anderson,Manual decision: deny,auto_flag,deny,Reviewed transaction for Money Transfer - deny
AUDIT_8C552B032C,2024-12-14 19:47:59,manual_override,alert,ALERT_1EA89D94CD,Jessica Martinez,Manual decision: escalate,auto_flag,escalate,"Location check performed: San Jose, CA. escalate"
AUDIT_5B97A2BA19,2022-06-03 16:53:28,manual_override,alert,ALERT_429FFCD420,David Kim,Manual decision: deny,auto_flag,deny,"Location check performed: Lagos, Nigeria. deny"
AUDIT_09B019648D,2025-06-26 12:52:30,manual_override,alert,ALERT_6610B32EEE,David Kim,Manual decision: deny,auto_flag,deny,Risk score 0.708 reviewed. deny
AUDIT_1FCFBB3B1E,2024-01-19 01:09:45,manual_override,alert,ALERT_61F0ED0264,Robert Johnson,Manual decision: escalate,auto_flag,escalate,"Location check performed: Dallas, TX. escalate"
AUDIT_F4BF75CE84,2025-09-18 08:41:27,manual_override,alert,ALERT_0E5A979023,Michael Rodriguez,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $3842.02 - escalate
AUDIT_945632797A,2022-02-05 07:37:02,manual_override,alert,ALERT_20D1CC9A34,James Wilson,Manual decision: deny,auto_flag,deny,Customer verification completed. Amount $4982.63 - deny
AUDIT_5430B9A1BF,2023-03-17 05:00:01,manual_override,alert,ALERT_C1FEB1172F,Lisa Anderson,Manual decision: deny,auto_flag,deny,Customer verification completed. Amount $28419.61 - deny
AUDIT_992D719C5A,2023-11-20 13:31:47,manual_override,alert,ALERT_60F18C64B4,Emily Thompson,Manual decision: SAR_filed,auto_flag,SAR_filed,Customer verification completed. Amount $85925.64 - SAR filed - Suspicious Activity Report filed with FinCEN
AUDIT_3D52D07E9B,2025-02-27 01:25:37,manual_override,alert,ALERT_25E16035A4,Robert Johnson,Manual decision: deny,auto_flag,deny,Customer verification completed. Amount $50097.67 - deny
AUDIT_497781C1C1,2024-08-28 21:57:58,manual_override,alert,ALERT_F1F727D292,Lisa Anderson,Manual decision: deny,auto_flag,deny,Risk score 0.704 reviewed. deny
AUDIT_03CF9052DB,2022-03-12 19:59:49,manual_override,alert,ALERT_946DF9D6DB,Sarah Chen,Manual decision: deny,auto_flag,deny,Risk score 0.984 reviewed. deny
AUDIT_C620E3C300,2022-10-08 23:22:24,manual_override,alert,ALERT_C2079AD7AD,Maria Garcia,Manual decision: escalate,auto_flag,escalate,Risk score 1.000 reviewed. escalate
AUDIT_A1D9F5E1C1,2024-12-20 10:10:02,manual_override,alert,ALERT_E7B621AF4A,David Kim,Manual decision: deny,auto_flag,deny,Risk score 1.000 reviewed. deny
AUDIT_51DB20BB01,2022-09-03 00:24:19,manual_override,alert,ALERT_C0A96E4CCB,Michael Rodriguez,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $2880.43 - escalate
AUDIT_306106FC10,2023-11-13 13:59:57,manual_override,alert,ALERT_D13B4D6E07,Lisa Anderson,Manual decision: deny,auto_flag,deny,Customer verification completed. Amount $54353.41 - deny
AUDIT_AAA1CFEA51,2023-06-10 06:20:49,manual_override,alert,ALERT_804181CE95,Robert Johnson,Manual decision: SAR_filed,auto_flag,SAR_filed,Risk score 1.000 reviewed. SAR filed - Suspicious Activity Report filed with FinCEN
AUDIT_319D2EE764,2023-04-22 00:19:57,manual_override,alert,ALERT_2CCD20FB3E,Jessica Martinez,Manual decision: deny,auto_flag,deny,Reviewed transaction for Wire Transfer - deny
AUDIT_5055081A9D,2022-06-29 00:17:15,manual_override,alert,ALERT_8C3986F494,Michael Rodriguez,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Cryptocurrency - escalate
AUDIT_158E316049,2022-02-12 19:19:00,manual_override,alert,ALERT_9E62AC95BB,James Wilson,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $66554.75 - escalate
AUDIT_ABB77C995D,2024-04-27 04:20:07,manual_override,alert,ALERT_DA61712784,Michael Rodriguez,Manual decision: deny,auto_flag,deny,"Location check performed: Dallas, TX. deny"
AUDIT_87AA8A91CB,2025-09-13 08:40:36,manual_override,alert,ALERT_28FAF3B5F0,Lisa Anderson,Manual decision: SAR_filed,auto_flag,SAR_filed,"Location check performed: Tehran, Iran. SAR filed - Suspicious Activity Report filed with FinCEN"
AUDIT_9EB534E86D,2024-06-04 02:19:21,manual_override,alert,ALERT_8ACCED0CF3,William Taylor,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $4898.28 - escalate
AUDIT_A10FA6981F,2022-07-11 21:49:52,manual_override,alert,ALERT_C0166C1C2F,William Taylor,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $21448.26 - escalate
AUDIT_1907668322,2024-05-30 20:17:53,manual_override,alert,ALERT_72F966CF43,Lisa Anderson,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $48572.79 - escalate
AUDIT_810BEDE257,2024-06-20 20:41:00,manual_override,alert,ALERT_366DB96FEE,Lisa Anderson,Manual decision: deny,auto_flag,deny,Reviewed transaction for Entertainment - deny
AUDIT_FFCA95332C,2022-01-25 08:50:39,manual_override,alert,ALERT_590233D6C6,Lisa Anderson,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $59574.63 - escalate
AUDIT_80B059D6BF,2022-10-25 04:35:05,manual_override,alert,ALERT_6980439CCA,Maria Garcia,Manual decision: escalate,auto_flag,escalate,"Location check performed: Charlotte, NC. escalate"
AUDIT_9C6D026060,2023-08-31 15:16:55,manual_override,alert,ALERT_B39CB34315,Maria Garcia,Manual decision: deny,auto_flag,deny,"Location check performed: Caracas, Venezuela. deny"
AUDIT_1013B9BED6,2022-03-28 04:00:46,manual_override,alert,ALERT_ECA03C273D,Robert Johnson,Manual decision: deny,auto_flag,deny,Risk score 0.817 reviewed. deny
AUDIT_FB6EBFCCDD,2024-10-05 00:44:04,manual_override,alert,ALERT_8722AAD74B,David Kim,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Electronics - escalate
AUDIT_4645E46DAA,2023-04-13 18:16:45,manual_override,alert,ALERT_1C0153F1C7,David Kim,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $85393.82 - escalate
AUDIT_10A093CCF6,2022-08-13 07:37:58,manual_override,alert,ALERT_3BD40FDC89,Sarah Chen,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Money Transfer - escalate
AUDIT_1CF316017D,2023-01-30 07:39:17,manual_override,alert,ALERT_77200F4CBB,Michael Rodriguez,Manual decision: escalate,auto_flag,escalate,Customer verification completed. Amount $44245.61 - escalate
AUDIT_3D93EF4A13,2022-04-11 04:01:29,manual_override,alert,ALERT_7776370809,Maria Garcia,Manual decision: deny,auto_flag,deny,"Location check performed: New York, NY. deny"
AUDIT_91CF1BC024,2024-08-09 22:32:16,manual_override,alert,ALERT_B48CC51990,William Taylor,Manual decision: deny,auto_flag,deny,Risk score 0.763 reviewed. deny
AUDIT_E8374ABF92,2024-03-24 09:06:39,manual_override,alert,ALERT_850DC100D8,James Wilson,Manual decision: escalate,auto_flag,escalate,"Location check performed: Lagos, Nigeria. escalate"
AUDIT_C0445A3A56,2024-01-01 04:09:18,manual_override,alert,ALERT_5819518A9B,Maria Garcia,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Wire Transfer - escalate
AUDIT_FF4A00E70C,2024-04-29 02:05:51,manual_override,alert,ALERT_6922F437F8,Sarah Chen,Manual decision: deny,auto_flag,deny,Risk score 0.884 reviewed. deny
AUDIT_8D98E970DC,2022-09-03 05:59:36,manual_override,alert,ALERT_E3324E6A41,Michael Rodriguez,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Gambling - escalate
AUDIT_09F781D50E,2025-02-12 23:07:11,manual_override,alert,ALERT_438350E821,David Kim,Manual decision: deny,auto_flag,deny,"Location check performed: Lagos, Nigeria. deny"
AUDIT_C2359931BD,2024-09-03 11:11:37,manual_override,alert,ALERT_F663927B13,Maria Garcia,Manual decision: escalate,auto_flag,escalate,"Location check performed: Chicago, IL. escalate"
AUDIT_209AE616C5,2024-09-30 09:21:10,manual_override,alert,ALERT_D9AEC4C5F9,David Kim,Manual decision: deny,auto_flag,deny,Risk score 0.904 reviewed. deny
AUDIT_76E43D3839,2022-08-25 14:48:19,manual_override,alert,ALERT_711F91D2FF,Jessica Martinez,Manual decision: SAR_filed,auto_flag,SAR_filed,Customer verification completed. Amount $18241.72 - SAR filed - Suspicious Activity Report filed with FinCEN
AUDIT_AB6716A5B4,2022-11-06 12:43:27,manual_override,alert,ALERT_8E1EC1368F,William Taylor,Manual decision: deny,auto_flag,deny,Risk score 0.703 reviewed. deny
AUDIT_D4960E3EA2,2023-10-26 23:03:44,manual_override,alert,ALERT_A0DDF37E46,Michael Rodriguez,Manual decision: escalate,auto_flag,escalate,Risk score 0.882 reviewed. escalate
AUDIT_D04ADF7F99,2024-03-25 17:37:52,manual_override,alert,ALERT_1499BB40A8,Maria Garcia,Manual decision: escalate,auto_flag,escalate,Reviewed transaction for Wire Transfer - escalate
